property_id,property_type,address,street,house_number,postal_code,city,state,country,latitude,longitude,construction_year,renovation_year,area_sqm,living_area_sqm,land_area_sqm,room_count,bedroom_count,bathroom_count,toilet_count,floor_number,total_floors,resident_count,adult_count,child_count,owner_id,owner_name,owner_type,owner_occupied,occupancy_status,ownership_status,purchase_date,purchase_price,price_per_sqm,total_price,estimated_market_value,monthly_rent,monthly_service_cost,annual_property_tax,currency,has_balcony,balcony_area_sqm,has_garden,garden_area_sqm,has_garage,garage_capacity,parking_spaces,has_basement,basement_area_sqm,has_elevator,has_storage_room,has_fireplace,has_swimming_pool,has_solar_panels,heating_type,energy_source,energy_efficiency_class,annual_energy_consumption_kwh,condition,furnished,internet_available,internet_speed_mbps,distance_to_city_center_km,distance_to_school_km,distance_to_supermarket_km,distance_to_public_transport_km,created_at,updated_at
100252,triplex,Hollywood Boulevard 214,Hollywood Boulevard,214,90028,Los Angeles,California,USA,34.101558,-118.338745,2006,,50.596770,43.783192,,8,2,2,2,,6,3,4,3,50252,Max Mustermann,private,False,occupied,owned,,,3189.159588,284204.761812,326537.091276,,,,EUR,False,,False,,False,3,3,False,,False,False,False,False,False,district_heating,electricity,B,3567.478763,good,False,False,,1.914591,0.818177,0.673091,0.409088,2026-03-22T03:47:34,2026-03-22T03:47:34
100253,condominium,Melrose Avenue 442,Melrose Avenue,442,90038,Los Angeles,California,USA,34.083620,-118.321680,2003,2016,133.531387,117.074249,481.248351,6,0,1,1,6,2,1,3,2,50253,Max Mustermann,private,False,occupied,owned,2024-10-18,691404.394942,6853.712465,997828.216844,1105736.755690,2164.057141,380.728205,1783.849082,EUR,False,13.828088,False,413.019487,False,2,2,False,46.093626,False,False,False,False,False,district_heating,electricity,B,14561.137395,good,False,False,53,9.436568,4.637027,3.720456,2.318513,2026-06-26T05:12:13,2026-06-26T05:12:13
100254,studio,Wilshire Boulevard 327,Wilshire Boulevard,327,90036,Los Angeles,California,USA,34.061435,-118.308103,1939,2019,249.667705,219.706344,70.362480,2,4,3,3,7,9,5,1,0,50254,Max Mustermann,private,True,occupied,owned,2020-08-29,229157.789962,11985.317188,1997140.715581,2196877.970526,828.678060,141.044780,516.950980,EUR,True,4.583156,True,77.462692,True,0,0,True,15.277186,True,True,True,True,True,district_heating,electricity,B,29955.951564,good,True,True,789,19.969862,9.984699,7.987790,4.992349,2026-05-04T08:46:37,2026-05-04T08:46:37
100255,townhouse,Venice Boulevard 733,Venice Boulevard,733,90015,Los Angeles,California,USA,34.038910,-118.276120,1930,1993,249.160736,219.258325,454.767743,1,1,1,1,0,4,2,1,0,50255,Max Mustermann,private,True,occupied,owned,2022-05-01,661613.710619,11962.916255,1992778.428532,2192114.824667,2077.995164,365.281183,1702.200540,EUR,True,13.232274,True,391.393657,True,0,0,True,44.107581,True,True,True,True,True,district_heating,electricity,B,29888.748764,good,True,True,946,19.923881,9.961355,7.969162,4.980677,2026-05-15T19:18:06,2026-05-15T19:18:06
100256,duplex,Pico Boulevard 846,Pico Boulevard,846,90019,Los Angeles,California,USA,34.048580,-118.331390,1907,,50.751055,43.919537,,8,2,2,2,,5,3,4,3,50256,Max Mustermann,private,False,occupied,owned,,,3195.976850,285532.334034,327986.656621,,,,EUR,False,,False,,False,3,3,False,,False,False,False,False,False,district_heating,electricity,B,3587.930551,good,False,False,,1.928584,0.825281,0.678760,0.412641,2026-02-19T09:14:23,2026-02-19T09:14:23
100257,mobile_home,Pico Boulevard 846,Pico Boulevard,846,90019,Los Angeles,California,USA,34.048580,-118.331390,1930,1996,80.828177,70.499319,1182.370613,2,5,3,3,1,11,6,1,0,50257,Max Mustermann,private,True,occupied,owned,2013-09-14,1480166.939103,4524.965967,544335.477694,610571.710779,4442.704491,789.716191,3945.642722,EUR,True,29.603339,True,985.602667,True,0,0,True,98.677796,True,True,True,True,True,district_heating,electricity,B,7574.897900,good,True,True,786,4.656509,2.210228,1.783919,1.105114,2026-02-15T09:00:45,2026-02-15T09:00:45
100258,loft,Melrose Avenue 442,Melrose Avenue,442,90038,Los Angeles,California,USA,34.083620,-118.321680,2012,1993,92.018089,80.388079,318.243670,2,3,2,2,0,8,4,1,0,50258,Max Mustermann,private,True,occupied,owned,2015-12-12,508024.128532,5019.403940,640620.767288,715704.837796,1634.291927,285.642141,1281.251315,EUR,True,10.160483,True,279.898997,True,0,0,True,33.868275,True,True,True,True,True,district_heating,electricity,B,9058.211820,good,True,True,319,5.671408,2.725484,2.195083,1.362742,2026-05-17T04:17:02,2026-05-17T04:17:02
100259,townhouse,Venice Boulevard 733,Venice Boulevard,733,90015,Los Angeles,California,USA,34.038910,-118.276120,1972,2015,235.650766,207.319282,940.884722,4,1,1,1,6,4,2,2,1,50259,Max Mustermann,private,True,occupied,owned,2021-11-01,1208495.312631,11365.964091,1876529.849288,2065183.943547,3657.875348,648.849421,3201.061227,EUR,True,24.169906,True,788.389190,True,1,1,True,80.566354,True,True,True,True,True,district_heating,electricity,B,28097.892273,good,True,True,562,18.698558,9.339268,7.472749,4.669634,2026-01-14T17:18:44,2026-01-14T17:18:44
100260,studio,Sunset Boulevard 101,Sunset Boulevard,101,90001,Los Angeles,California,USA,34.098342,-118.326743,2021,2011,224.385797,197.364193,546.010041,5,4,3,3,5,9,5,3,2,50260,Max Mustermann,private,False,occupied,owned,2023-08-10,764261.295908,10868.209650,1779598.721320,1959345.630847,2374.532633,418.505857,1983.530959,EUR,False,15.285226,False,465.908200,False,2,2,False,50.950753,False,False,False,False,False,district_heating,electricity,B,26604.628950,good,False,False,830,17.676851,8.820555,7.058827,4.410278,2026-02-02T20:55:48,2026-02-02T20:55:48
100261,single_family_home,Wilshire Boulevard 327,Wilshire Boulevard,327,90036,Los Angeles,California,USA,34.061435,-118.308103,1910,1996,224.043102,197.061346,507.608983,3,1,1,1,1,3,2,2,1,50261,Max Mustermann,private,True,occupied,owned,2019-06-29,721060.106087,10853.067304,1776649.948596,1956125.889819,2249.729195,396.105240,1865.127698,EUR,True,14.421202,True,434.547336,True,1,1,True,48.070674,True,True,True,True,True,district_heating,electricity,B,26559.201911,good,True,True,232,17.645770,8.804775,7.046235,4.402388,2026-05-06T03:55:00,2026-05-06T03:55:00
100262,villa,Venice Boulevard 733,Venice Boulevard,733,90015,Los Angeles,California,USA,34.038910,-118.276120,1910,2005,114.448324,100.210147,1148.781169,6,5,3,3,3,12,6,3,2,50262,Max Mustermann,private,False,occupied,owned,2014-10-02,1442378.815161,6010.507343,833625.114167,926444.719253,4333.538799,770.122349,3842.075271,EUR,False,28.847576,False,958.171288,False,2,2,False,96.158588,False,False,False,False,False,district_heating,electricity,B,12031.522029,good,False,False,569,7.705778,3.758318,3.019264,1.879159,2026-05-27T09:30:30,2026-05-27T09:30:30
100263,penthouse,Sunset Boulevard 101,Sunset Boulevard,101,90001,Los Angeles,California,USA,34.098342,-118.326743,1993,,68.915569,59.971898,,2,4,3,3,,10,5,1,0,50263,Max Mustermann,private,True,occupied,owned,,,3998.594907,441831.639861,498648.601362,,,,EUR,True,,True,,True,0,0,True,,True,True,True,True,True,district_heating,electricity,B,5995.784722,good,True,True,,3.576063,1.661694,1.346200,0.830847,2026-04-23T10:11:03,2026-04-23T10:11:03
100264,penthouse,Venice Boulevard 733,Venice Boulevard,733,90015,Los Angeles,California,USA,34.038910,-118.276120,1962,2002,214.255165,188.411541,1194.507227,4,4,3,3,3,10,5,2,1,50264,Max Mustermann,private,True,occupied,owned,2022-02-04,1493820.630815,10420.577069,1692428.166084,1864164.808372,4482.148489,796.795883,3983.063951,EUR,True,29.876413,True,995.514236,True,1,1,True,99.588042,True,True,True,True,True,district_heating,electricity,B,25261.731207,good,True,True,984,16.758027,8.354075,6.686585,4.177038,2026-03-06T15:07:52,2026-03-06T15:07:52
100265,loft,Santa Monica Boulevard 508,Santa Monica Boulevard,508,90069,Los Angeles,California,USA,34.090009,-118.383720,2004,2002,186.261084,163.672586,666.921988,6,3,2,2,3,8,4,3,2,50265,Max Mustermann,private,False,occupied,owned,2026-05-16,900287.236598,9183.629288,1451548.861412,1601150.648676,2767.496461,489.037826,2356.342797,EUR,False,18.005745,False,564.652957,False,2,2,False,60.019149,False,False,False,False,False,district_heating,electricity,B,21550.887865,good,False,False,158,14.219029,7.065045,5.657965,3.532523,2026-01-17T12:31:04,2026-01-17T12:31:04
100266,townhouse,Pico Boulevard 846,Pico Boulevard,846,90019,Los Angeles,California,USA,34.048580,-118.331390,1908,2024,166.510720,146.218775,862.089930,5,1,1,1,8,4,2,3,2,50266,Max Mustermann,private,False,occupied,owned,2025-06-22,1119851.171650,8310.938774,1281603.866593,1415589.086766,3401.792274,602.885793,2958.110619,EUR,False,22.397023,False,724.040110,False,2,2,False,74.656745,False,False,False,False,False,district_heating,electricity,B,18932.816323,good,False,False,941,12.427716,6.155610,4.932254,3.077805,2026-05-28T20:43:03,2026-05-28T20:43:03
100267,loft,Santa Monica Boulevard 508,Santa Monica Boulevard,508,90069,Los Angeles,California,USA,34.090009,-118.383720,1997,2018,247.255109,217.574282,185.756190,3,3,2,2,7,8,4,2,1,50267,Max Mustermann,private,True,occupied,owned,2014-07-06,358975.714120,11878.714104,1976381.167718,2174210.788536,1203.707619,208.357778,872.748254,EUR,True,7.179514,True,171.700889,True,1,1,True,23.931714,True,True,True,True,True,district_heating,electricity,B,29636.142313,good,True,True,690,19.751045,9.873607,7.899141,4.936804,2026-02-08T04:51:36,2026-02-08T04:51:36
100268,bungalow,Venice Boulevard 733,Venice Boulevard,733,90015,Los Angeles,California,USA,34.038910,-118.276120,1968,1998,175.604908,154.255500,356.049391,8,3,2,2,2,7,4,4,3,50268,Max Mustermann,private,False,occupied,owned,2025-12-28,550555.564418,8712.775018,1359856.187765,1501032.161776,1757.160519,307.695478,1397.818954,EUR,False,11.011111,False,310.773669,False,3,3,False,36.703704,False,False,False,False,False,district_heating,electricity,B,20138.325055,good,False,False,355,13.252538,6.574366,5.266413,3.287183,2026-03-19T02:15:07,2026-03-19T02:15:07
100269,townhouse,Olympic Boulevard 957,Olympic Boulevard,957,90015,Los Angeles,California,USA,34.043640,-118.268970,1998,,36.681968,31.486390,,5,1,1,1,,4,2,3,2,50269,Max Mustermann,private,False,occupied,owned,,,2574.319518,164472.748231,195802.676447,,,,EUR,False,,False,,False,2,2,False,,False,False,False,False,False,district_heating,electricity,B,1722.958554,good,False,False,,0.652551,0.177449,0.161803,0.088724,2026-05-23T13:38:38,2026-05-23T13:38:38
100270,condominium,Pico Boulevard 846,Pico Boulevard,846,90019,Los Angeles,California,USA,34.048580,-118.331390,1916,2017,210.677389,185.249786,1162.451238,1,0,1,1,6,2,1,1,0,50270,Max Mustermann,private,True,occupied,owned,2016-12-28,1457757.642708,10262.489284,1661642.649964,1830550.352933,4377.966523,778.096555,3884.224650,EUR,True,29.155153,True,969.335178,True,0,0,True,97.183843,True,True,True,True,True,district_heating,electricity,B,24787.467851,good,True,True,911,16.433531,8.189331,6.555123,4.094665,2026-06-08T07:49:33,2026-06-08T07:49:33
100271,condominium,Wilshire Boulevard 327,Wilshire Boulevard,327,90036,Los Angeles,California,USA,34.061435,-118.308103,1916,2001,99.366432,86.881963,695.016349,5,0,1,1,2,2,1,3,2,50271,Max Mustermann,private,False,occupied,owned,2018-12-13,931893.392602,5344.098146,703850.691570,784745.079444,2858.803134,505.426204,2442.967076,EUR,False,18.637868,False,587.596685,False,2,2,False,62.126226,False,False,False,False,False,district_heating,electricity,B,10032.294438,good,False,False,704,6.337886,3.063850,2.465092,1.531925,2026-04-08T14:58:28,2026-04-08T14:58:28
100272,mobile_home,Melrose Avenue 442,Melrose Avenue,442,90038,Los Angeles,California,USA,34.083620,-118.321680,1984,2007,177.628574,156.043856,650.634242,2,5,3,3,4,11,6,1,0,50272,Max Mustermann,private,True,occupied,owned,2025-01-24,881963.521855,8802.192792,1377269.122687,1520045.204231,2714.561285,479.536641,2306.122245,EUR,True,17.639270,True,551.351297,True,0,0,True,58.797568,True,True,True,True,True,district_heating,electricity,B,20406.578377,good,True,True,569,13.436080,6.667548,5.340771,3.333774,2026-03-18T18:27:19,2026-03-18T18:27:19
100273,bungalow,Santa Monica Boulevard 508,Santa Monica Boulevard,508,90069,Los Angeles,California,USA,34.090009,-118.383720,1960,2019,236.869951,208.396701,897.570672,3,3,2,2,7,7,4,2,1,50273,Max Mustermann,private,True,occupied,owned,2024-07-29,1159767.006512,11419.835037,1887020.507265,2076638.607933,3517.104685,623.582892,3067.509573,EUR,True,23.195340,True,753.016049,True,1,1,True,77.317800,True,True,True,True,True,district_heating,electricity,B,28259.505112,good,True,True,673,18.809135,9.395407,7.517547,4.697704,2026-05-26T19:03:39,2026-05-26T19:03:39
100274,triplex,Melrose Avenue 442,Melrose Avenue,442,90038,Los Angeles,California,USA,34.083620,-118.321680,2021,,63.872590,55.515312,,5,2,2,2,,6,3,3,2,50274,Max Mustermann,private,False,occupied,owned,,,3775.765587,398438.561628,451268.051075,,,,EUR,False,,False,,False,2,2,False,,False,False,False,False,False,district_heating,electricity,B,5327.296760,good,False,False,,3.118677,1.429482,1.160900,0.714741,2026-01-26T06:40:13,2026-01-26T06:40:13
100275,bungalow,Sunset Boulevard 101,Sunset Boulevard,101,90001,Los Angeles,California,USA,34.098342,-118.326743,1970,,59.817164,51.931447,,2,3,2,2,,7,4,1,0,50275,Max Mustermann,private,True,occupied,owned,,,3596.572369,363543.040275,413165.914247,,,,EUR,True,,True,,True,0,0,True,,True,True,True,True,True,district_heating,electricity,B,4789.717107,good,True,True,,2.750859,1.242744,1.011886,0.621372,2026-03-09T21:05:10,2026-03-09T21:05:10
100276,bungalow,Rodeo Drive 1204,Rodeo Drive,1204,90210,Los Angeles,California,USA,34.069650,-118.400350,1921,,58.012735,50.336836,,2,3,2,2,,7,4,1,0,50276,Max Mustermann,private,True,occupied,owned,,,3516.841788,348016.558762,396212.674973,,,,EUR,True,,True,,True,0,0,True,,True,True,True,True,True,district_heating,electricity,B,4550.525365,good,True,True,,2.587202,1.159656,0.945584,0.579828,2026-03-03T05:35:04,2026-03-03T05:35:04
100277,loft,Olympic Boulevard 957,Olympic Boulevard,957,90015,Los Angeles,California,USA,34.043640,-118.268970,1933,2005,153.943083,135.112492,68.598327,3,3,2,2,3,8,4,2,1,50277,Max Mustermann,private,True,occupied,owned,2018-05-18,227173.118425,7755.624588,1173463.735637,1297511.754587,822.944564,140.015691,511.511510,EUR,True,4.543462,True,76.021967,True,1,1,True,15.144875,True,True,True,True,True,district_heating,electricity,B,17266.873765,good,True,True,253,11.287861,5.576914,4.470467,2.788457,2026-02-10T00:26:28,2026-02-10T00:26:28
100278,villa,Sunset Boulevard 101,Sunset Boulevard,101,90001,Los Angeles,California,USA,34.098342,-118.326743,1967,1994,93.554866,81.746160,701.013113,5,5,3,3,1,12,6,3,2,50278,Max Mustermann,private,False,occupied,owned,2019-10-29,938639.752520,5087.308017,653844.192782,730143.388876,2878.292618,508.924316,2461.457099,EUR,False,18.772795,False,592.494043,False,2,2,False,62.575984,False,False,False,False,False,district_heating,electricity,B,9261.924051,good,False,False,206,5.810790,2.796247,2.251551,1.398124,2026-06-26T19:30:18,2026-06-26T19:30:18
100279,apartment,La Brea Avenue 619,La Brea Avenue,619,90036,Los Angeles,California,USA,34.072210,-118.344620,2011,2018,165.038413,144.917667,603.420460,5,0,1,1,7,1,1,3,2,50279,Max Mustermann,private,False,occupied,owned,2021-08-10,828848.016941,8245.883357,1268935.180006,1401756.250601,2561.116493,451.995268,2160.546417,EUR,False,16.576960,False,512.793375,False,2,2,False,55.256534,False,False,False,False,False,district_heating,electricity,B,18737.650070,good,False,False,432,12.294182,6.087815,4.878156,3.043908,2026-01-09T07:18:45,2026-01-09T07:18:45
100280,mobile_home,Sunset Boulevard 101,Sunset Boulevard,101,90001,Los Angeles,California,USA,34.098342,-118.326743,1977,2025,189.286620,166.346316,1023.263870,4,5,3,3,8,11,6,2,1,50280,Max Mustermann,private,True,occupied,owned,2020-02-16,1301171.854265,9317.315778,1477582.546207,1629576.618020,3925.607579,696.903924,3455.063601,EUR,True,26.023437,True,855.665494,True,1,1,True,86.744790,True,True,True,True,True,district_heating,electricity,B,21951.947333,good,True,True,830,14.493438,7.204361,5.769136,3.602180,2026-03-14T22:55:29,2026-03-14T22:55:29
100281,mobile_home,Sunset Boulevard 101,Sunset Boulevard,101,90001,Los Angeles,California,USA,34.098342,-118.326743,1954,1996,78.773422,68.683489,188.919274,6,5,3,3,1,11,6,3,2,50281,Max Mustermann,private,False,occupied,owned,2012-09-18,362534.182718,4434.174467,526655.027806,591266.570901,1213.987639,210.202910,882.501093,EUR,False,7.250684,False,174.284073,False,2,2,False,24.168946,False,False,False,False,False,district_heating,electricity,B,7302.523401,good,False,False,215,4.470148,2.115613,1.708419,1.057807,2026-01-19T21:14:59,2026-01-19T21:14:59
100282,mobile_home,Rodeo Drive 1204,Rodeo Drive,1204,90210,Los Angeles,California,USA,34.069650,-118.400350,2023,1993,171.361161,150.505212,1152.934684,4,5,3,3,0,11,6,2,1,50282,Max Mustermann,private,True,occupied,owned,2015-07-24,1447051.519421,8525.260609,1323340.223937,1461160.676948,4347.037723,772.545232,3854.881942,EUR,True,28.941030,True,961.563325,True,1,1,True,96.470101,True,True,True,True,True,district_heating,electricity,B,19575.781828,good,True,True,602,12.867640,6.378956,5.110480,3.189478,2026-03-09T20:37:42,2026-03-09T20:37:42
100283,condominium,Pico Boulevard 846,Pico Boulevard,846,90019,Los Angeles,California,USA,34.048580,-118.331390,1927,2024,91.756539,80.156941,96.133758,5,0,1,1,8,2,1,3,2,50283,Max Mustermann,private,False,occupied,owned,2015-01-15,258150.478075,5007.847065,638370.218016,713247.481293,912.434714,156.078026,596.412421,EUR,False,5.163010,False,98.509236,False,2,2,False,17.210032,False,False,False,False,False,district_heating,electricity,B,9023.541196,good,False,False,847,5.647686,2.713441,2.185473,1.356720,2026-02-20T13:07:34,2026-02-20T13:07:34
100284,apartment,Olympic Boulevard 957,Olympic Boulevard,957,90015,Los Angeles,California,USA,34.043640,-118.268970,2018,1990,140.034348,122.821052,222.989953,8,0,1,1,0,1,1,4,3,50284,Max Mustermann,private,False,occupied,owned,2011-06-09,400863.697324,7141.052595,1053783.926476,1166834.341342,1324.717348,230.077473,987.552356,EUR,False,8.017274,False,202.108462,False,3,3,False,26.724246,False,False,False,False,False,district_heating,electricity,B,15423.157786,good,False,False,994,10.026371,4.936465,3.959402,2.468233,2026-02-27T20:09:58,2026-02-27T20:09:58
100285,bungalow,Olympic Boulevard 957,Olympic Boulevard,957,90015,Los Angeles,California,USA,34.043640,-118.268970,1969,1995,229.647346,202.013933,714.042128,5,3,2,2,1,7,4,3,2,50285,Max Mustermann,private,False,occupied,owned,2017-08-01,953297.393708,11100.696665,1824872.508497,2008779.711980,2920.636915,516.524575,2501.629894,EUR,False,19.065948,False,603.134404,False,2,2,False,63.553160,False,False,False,False,False,district_heating,electricity,B,27302.089996,good,False,False,593,18.154062,9.062831,7.252158,4.531416,2026-03-10T04:04:03,2026-03-10T04:04:03
100286,villa,Wilshire Boulevard 327,Wilshire Boulevard,327,90036,Los Angeles,California,USA,34.061435,-118.308103,1996,2005,216.912298,190.759706,810.255064,1,5,3,3,3,12,6,1,0,50286,Max Mustermann,private,True,occupied,owned,2010-06-22,1061536.947366,10537.985276,1715291.869595,1889129.500856,3233.328959,572.648788,2798.286448,EUR,True,21.230739,True,681.708303,True,0,0,True,70.769130,True,True,True,True,True,district_heating,electricity,B,25613.955829,good,True,True,990,16.999022,8.476427,6.784219,4.238213,2026-02-12T09:38:47,2026-02-12T09:38:47
100287,triplex,Sunset Boulevard 101,Sunset Boulevard,101,90001,Los Angeles,California,USA,34.098342,-118.326743,1993,,54.844171,47.536709,,2,2,2,2,,6,3,1,0,50287,Max Mustermann,private,True,occupied,owned,,,3376.835443,320752.165269,366442.904780,,,,EUR,True,,True,,True,0,0,True,,True,True,True,True,True,district_heating,electricity,B,4130.506330,good,True,True,,2.299820,1.013755,0.829158,0.506877,2026-05-26T09:28:07,2026-05-26T09:28:07
100288,condominium,Olympic Boulevard 957,Olympic Boulevard,957,90015,Los Angeles,California,USA,34.043640,-118.268970,1988,2000,126.068791,110.479397,282.244674,7,0,1,1,2,2,1,4,3,50288,Max Mustermann,private,False,occupied,owned,2023-03-13,467525.258251,6523.969839,933615.179243,1035623.060579,1517.295191,264.642727,1170.254412,EUR,False,9.350505,False,250.499817,False,3,3,False,31.168351,False,False,False,False,False,district_heating,electricity,B,13571.909518,good,False,False,50,8.759728,4.293400,3.446249,2.146700,2026-04-30T22:19:44,2026-04-30T22:19:44
100289,townhouse,Hollywood Boulevard 214,Hollywood Boulevard,214,90028,Los Angeles,California,USA,34.101558,-118.338745,1925,2016,94.486248,82.569243,143.863937,5,1,1,1,6,4,2,3,2,50289,Max Mustermann,private,False,occupied,owned,2022-06-04,311846.928829,5128.462128,661858.414349,738894.052424,1067.557794,183.920630,743.580472,EUR,False,6.236939,False,137.488882,False,2,2,False,20.789795,False,False,False,False,False,district_heating,electricity,B,9385.386383,good,False,False,663,5.895264,2.839134,2.285774,1.419567,2026-04-14T08:32:34,2026-04-14T08:32:34
100290,townhouse,Wilshire Boulevard 327,Wilshire Boulevard,327,90036,Los Angeles,California,USA,34.061435,-118.308103,1991,,35.762323,30.673681,,1,1,1,1,,4,2,1,0,50290,Max Mustermann,private,True,occupied,owned,,,2533.684046,156559.524812,187162.291957,,,,EUR,True,,True,,True,0,0,True,,True,True,True,True,True,district_heating,electricity,B,1601.052139,good,True,True,,0.569141,0.135102,0.128011,0.067551,2026-05-07T14:05:38,2026-05-07T14:05:38
100291,townhouse,Hollywood Boulevard 214,Hollywood Boulevard,214,90028,Los Angeles,California,USA,34.101558,-118.338745,1939,2021,200.790633,176.512652,1068.344777,1,1,1,1,7,4,2,1,0,50291,Max Mustermann,private,True,occupied,owned,2015-03-01,1351887.874075,9825.632619,1576570.562586,1737660.830500,4072.120525,723.201120,3594.063062,EUR,True,27.037757,True,892.481568,True,0,0,True,90.125858,True,True,True,True,True,district_heating,electricity,B,23476.897856,good,True,True,381,15.536825,7.734080,6.191842,3.867040,2026-01-11T13:47:20,2026-01-11T13:47:20
100292,studio,Rodeo Drive 1204,Rodeo Drive,1204,90210,Los Angeles,California,USA,34.069650,-118.400350,1951,2020,171.979376,151.051542,295.458417,6,4,3,3,7,9,5,3,2,50292,Max Mustermann,private,False,occupied,owned,2023-03-14,482390.719515,8552.577084,1328659.748008,1466969.022149,1560.239856,272.350743,1210.996787,EUR,False,9.647814,False,261.291041,False,2,2,False,32.159381,False,False,False,False,False,district_heating,electricity,B,19657.731253,good,False,False,550,12.923711,6.407422,5.133196,3.203711,2026-06-04T08:01:05,2026-06-04T08:01:05
100293,loft,Hollywood Boulevard 214,Hollywood Boulevard,214,90028,Los Angeles,California,USA,34.101558,-118.338745,1985,2003,91.320381,79.771500,713.422984,3,3,2,2,3,8,4,2,1,50293,Max Mustermann,private,True,occupied,owned,2014-12-10,952600.857270,4988.574993,634617.235504,709149.630117,2918.624699,516.163407,2499.720868,EUR,True,19.052017,True,602.628770,True,1,1,True,63.506724,True,True,True,True,True,district_heating,electricity,B,8965.724979,good,True,True,69,5.608128,2.693357,2.169447,1.346679,2026-02-28T21:53:55,2026-02-28T21:53:55
100294,single_family_home,Melrose Avenue 442,Melrose Avenue,442,90038,Los Angeles,California,USA,34.083620,-118.321680,1983,2015,194.364645,170.833873,743.257812,5,1,1,1,6,3,2,3,2,50294,Max Mustermann,private,False,occupied,owned,2010-02-28,986165.038948,9541.693629,1521277.180444,1677286.434863,3015.587890,533.567057,2591.711588,EUR,False,19.723301,False,626.993880,False,2,2,False,65.744336,False,False,False,False,False,district_heating,electricity,B,22625.080888,good,False,False,164,14.954003,7.438186,5.955724,3.719093,2026-05-28T18:01:48,2026-05-28T18:01:48
100295,bungalow,Venice Boulevard 733,Venice Boulevard,733,90015,Los Angeles,California,USA,34.038910,-118.276120,1947,1993,153.611291,134.819280,503.069898,3,3,2,2,0,7,4,2,1,50295,Max Mustermann,private,True,occupied,owned,2011-08-05,715953.635703,7740.964001,1170608.779084,1294394.450675,2234.977170,393.457441,1851.132187,EUR,True,14.319073,True,430.840417,True,1,1,True,47.730242,True,True,True,True,True,district_heating,electricity,B,17222.892002,good,True,True,421,11.257768,5.561636,4.458275,2.780818,2026-06-22T08:36:02,2026-06-22T08:36:02
100296,single_family_home,Hollywood Boulevard 214,Hollywood Boulevard,214,90028,Los Angeles,California,USA,34.101558,-118.338745,1956,2000,126.952688,111.260515,700.406747,8,1,1,1,2,3,2,4,3,50296,Max Mustermann,private,False,occupied,owned,2025-11-16,937957.590543,6563.025730,941220.800114,1043927.576341,2876.321928,508.570603,2459.587470,EUR,False,18.759152,False,591.998844,False,3,3,False,62.530506,False,False,False,False,False,district_heating,electricity,B,13689.077191,good,False,False,949,8.839895,4.334100,3.478727,2.167050,2026-02-14T15:33:41,2026-02-14T15:33:41
100297,duplex,Rodeo Drive 1204,Rodeo Drive,1204,90210,Los Angeles,California,USA,34.069650,-118.400350,2015,,37.078985,31.837243,,7,2,2,2,,5,3,4,3,50297,Max Mustermann,private,False,occupied,owned,,,2591.862146,167888.944275,199532.793209,,,,EUR,False,,False,,False,3,3,False,,False,False,False,False,False,district_heating,electricity,B,1775.586439,good,False,False,,0.688559,0.195730,0.176391,0.097865,2026-04-24T08:11:37,2026-04-24T08:11:37
100298,loft,Melrose Avenue 442,Melrose Avenue,442,90038,Los Angeles,California,USA,34.083620,-118.321680,1966,,51.177430,44.296333,,1,3,2,2,,8,4,1,0,50298,Max Mustermann,private,True,occupied,owned,,,3214.816671,289201.141136,331992.597349,,,,EUR,True,,True,,True,0,0,True,,True,True,True,True,True,district_heating,electricity,B,3644.450012,good,True,True,,1.967255,0.844914,0.694426,0.422457,2026-04-22T20:52:31,2026-04-22T20:52:31
100299,townhouse,Rodeo Drive 1204,Rodeo Drive,1204,90210,Los Angeles,California,USA,34.069650,-118.400350,1957,2014,224.867875,197.790215,627.339259,2,1,1,1,6,4,2,1,0,50299,Max Mustermann,private,True,occupied,owned,2024-02-26,855756.665968,10889.510736,1783746.827605,1963874.914466,2638.852591,465.947901,2234.296047,EUR,True,17.115133,True,532.327061,True,0,0,True,57.050444,True,True,True,True,True,district_heating,electricity,B,26668.532209,good,True,True,901,17.720575,8.842753,7.076541,4.421377,2026-01-24T15:22:26,2026-01-24T15:22:26
100300,condominium,Rodeo Drive 1204,Rodeo Drive,1204,90210,Los Angeles,California,USA,34.069650,-118.400350,1915,1990,229.344643,201.746429,1121.647509,2,0,1,1,0,2,1,1,0,50300,Max Mustermann,private,True,occupied,owned,2011-04-28,1411853.447944,11087.321430,1822267.857386,2005935.714551,4245.354405,754.294380,3758.413154,EUR,True,28.237069,True,936.012133,True,0,0,True,94.123563,True,True,True,True,True,district_heating,electricity,B,27261.964289,good,True,True,876,18.126607,9.048893,7.241036,4.524446,2026-03-27T10:42:06,2026-03-27T10:42:06
100301,loft,Sunset Boulevard 101,Sunset Boulevard,101,90001,Los Angeles,California,USA,34.098342,-118.326743,1931,2014,152.301912,133.662155,245.111039,3,3,2,2,6,8,4,2,1,50301,Max Mustermann,private,True,occupied,owned,2015-02-19,425749.919222,7683.107747,1159342.035030,1282092.384195,1396.610878,242.981440,1055.759038,EUR,True,8.514998,True,220.174015,True,1,1,True,28.383328,True,True,True,True,True,district_heating,electricity,B,17049.323242,good,True,True,364,11.139011,5.501344,4.410163,2.750672,2026-02-11T10:26:44,2026-02-11T10:26:44
